"co_pcdt","co_cid10_diagnostico_principal","co_sigtap_procedimento","nu_competencia_min","nu_competencia_max","qt_aprovada","qt_autorizacao","qt_cns_paciente","qt_municipios_paciente","qt_cnes","sg_procedimento","no_procedimento","no_cid10_diagnostico_principal"
7,D600,601200020,200802,200912,1543,7,6,4,4,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200039,200801,201005,398274,3462,672,224,80,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200047,200801,201005,6541,386,91,54,34,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200055,200801,201004,210891,1699,336,141,61,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200063,200801,201005,285228,2801,574,187,77,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200071,200801,200802,290,5,5,3,3,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200101,200801,200802,1450,8,8,5,3,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200128,200801,200802,1620,12,8,2,2,MICO360,MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200136,200802,200802,60,1,1,1,1,SIRO1,SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200160,200801,200802,480,4,3,3,3,TACR1,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601200187,200811,201004,940,13,10,8,5,CICLOFO50,CICLOFOSFAMIDA 50 MG (POR DRAGEA) ,Aplasia pura adquirida cronica da serie vermelha 
7,D600,601210042,201002,201004,8,1,1,1,1,IMUN05,"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,601210050,200909,200909,4,1,1,1,1,IMUN10,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,601210085,200902,201002,497,24,22,12,12,IMUN50,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,601210093,200909,200909,20,1,1,1,1,IMUN60,"IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,601250010,200801,200801,100,1,1,1,1,PENI250,PENICILAMINA 250 MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601330048,200801,200801,50,1,1,1,1,LEVO50,LEVOTIROXINA 50 MCG (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,601350014,200801,200802,240,4,3,3,3,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604090013,201005,201906,19530,233,75,51,31,CICLOFO50,CICLOFOSFAMIDA 50 MG (POR DRAGEA) ,Aplasia pura adquirida cronica da serie vermelha 
7,D600,604310013,201005,201311,146,3,3,3,3,IMUN05,"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,604310021,201008,201308,29,2,2,2,2,IMUN10,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,604310030,201004,201101,123,3,3,3,3,IMUN25,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA,Aplasia pura adquirida cronica da serie vermelha 
7,D600,604310056,201003,201906,5182,245,107,70,47,IMUN50,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)",Aplasia pura adquirida cronica da serie vermelha 
7,D600,604320051,201005,201005,150,2,2,2,1,MICO500,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604340010,201007,201508,1225,9,9,5,3,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604340028,201003,201906,141607,1154,204,127,64,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604340036,201003,201906,302570,2268,451,226,99,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604340044,201003,201906,433896,3216,634,312,107,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604340052,201003,201906,1731,334,106,68,38,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604360010,201005,201005,30,1,1,1,1,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
7,D600,604530013,201003,201104,386445,4058,1085,370,90,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Aplasia pura adquirida cronica da serie vermelha 
8,M070,601200039,200801,200801,90,1,1,1,1,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,601200055,200801,200801,180,1,1,1,1,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604010095,201003,201906,355484,1732,412,212,90,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604320043,201003,201906,624432,9133,1558,530,141,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604340028,201103,201906,9277,54,21,16,16,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604340036,201012,201906,92937,534,151,80,49,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604340044,201003,201906,82309,597,216,106,56,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604340052,201110,201810,89,9,6,6,6,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380011,201003,201906,468584,65915,7737,1271,167,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380020,201003,201906,67664,4089,1002,251,87,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380038,201003,201906,436846,36035,4230,869,141,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380046,201005,201005,2,1,1,1,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380054,201003,201906,126516,12842,2040,540,127,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604380089,201709,201906,6084,1065,330,173,70,GOLI50,GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA,Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604530021,201004,201906,812086,13859,2604,645,145,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604530030,201005,201906,33978,3973,703,302,93,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604690029,201902,201906,1336,137,123,85,50,SECU150,SECUQUINUMABE 150 MG/ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604720017,201512,201906,10818,44,11,8,5,NAPR250,NAPROXENO 250 MG (POR COMPRIMIDO),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M070,604720025,201507,201906,8757,86,35,25,16,NAPR500,NAPROXENO 500 MG (POR COMPRIMIDO),Artropatia psoriasica interfalangiana distal (L40.5+) 
8,M073,604010095,201004,201906,663117,3505,634,288,103,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Outras artropatias psoriasicas (L40.5+) 
8,M073,604320043,201003,201906,974838,17510,2124,682,150,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Outras artropatias psoriasicas (L40.5+) 
8,M073,604340010,201010,201102,510,5,5,2,1,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604340028,201004,201906,17677,122,41,24,13,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604340036,201004,201906,165039,990,210,87,48,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604340044,201005,201906,114539,885,251,117,59,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604340052,201007,201612,17,5,3,3,3,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380011,201003,201906,595016,97521,9887,1566,173,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380020,201003,201906,61141,3912,885,248,86,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380038,201004,201906,595896,57828,5362,1090,155,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380046,201008,201008,2,1,1,1,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380054,201003,201906,160574,16961,2341,616,129,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Outras artropatias psoriasicas (L40.5+) 
8,M073,604380089,201709,201906,8031,1629,403,209,77,GOLI50,GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA,Outras artropatias psoriasicas (L40.5+) 
8,M073,604530021,201004,201906,1212559,22474,3350,887,151,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Outras artropatias psoriasicas (L40.5+) 
8,M073,604530030,201006,201906,58236,8097,1139,454,104,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Outras artropatias psoriasicas (L40.5+) 
8,M073,604690029,201902,201906,1990,331,238,125,56,SECU150,SECUQUINUMABE 150 MG/ML SOLUÇÃO INJETÁVEL (POR SERINGA PREENCHIDA),Outras artropatias psoriasicas (L40.5+) 
8,M073,604720017,201510,201906,662,9,4,4,4,NAPR250,NAPROXENO 250 MG (POR COMPRIMIDO),Outras artropatias psoriasicas (L40.5+) 
8,M073,604720025,201506,201906,24863,275,88,56,27,NAPR500,NAPROXENO 500 MG (POR COMPRIMIDO),Outras artropatias psoriasicas (L40.5+) 
9,M023,601090098,200801,201005,120796,676,133,72,37,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Doenca de Reiter 
9,M023,604010095,201003,201906,387417,2120,348,183,73,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Doenca de Reiter 
10,M050,601010019,200801,201005,55533,12074,3358,598,107,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,601010027,200801,201005,21605,5353,1499,338,87,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Sindrome de Felty 
10,M050,601010035,200801,201005,48857,8965,2348,489,106,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Sindrome de Felty 
10,M050,601010043,200801,200802,20,12,12,4,2,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Sindrome de Felty 
10,M050,601010051,200812,201005,4050,1020,519,166,60,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,601040058,200801,200801,10,1,1,1,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Sindrome de Felty 
10,M050,601050126,200802,200802,1,1,1,1,1,FORM1240060,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES),Sindrome de Felty 
10,M050,601070020,200802,200802,120,1,1,1,1,GABA400,GABAPENTINA 400 MG (POR CAPSULA),Sindrome de Felty 
10,M050,601080017,200801,201004,920312,8750,3084,335,72,CLOR150,CLOROQUINA 150 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601080025,200801,201005,1516331,20371,4826,898,123,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601090098,200801,201004,1506903,6567,1963,415,116,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601120027,200801,200801,60,2,2,2,1,LAMI150,LAMIVUDINA 150 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601120035,200802,200802,120,1,1,1,1,RIBA250,RIBAVIRINA 250 MG (POR CAPSULA),Sindrome de Felty 
10,M050,601180011,200801,200801,30,1,1,1,1,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601180020,201002,201004,90,1,1,1,1,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601180208,200801,200802,330,7,6,2,2,SINV20,SINVASTATINA (J) 20 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601190076,200801,200801,24,1,1,1,1,BETA1600000022,BETAINTERFERONA 1A 6.000.000 UI (22 MCG) INJETAVEL (POR SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,601200012,200801,200811,197141,1419,721,234,66,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601200020,200804,201002,180,2,2,2,2,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Sindrome de Felty 
10,M050,601200039,200801,201004,39723,334,113,58,43,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Sindrome de Felty 
10,M050,601200047,200801,201002,706,30,18,12,12,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Sindrome de Felty 
10,M050,601200055,200801,201004,26098,133,47,26,20,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Sindrome de Felty 
10,M050,601200063,200801,201004,105892,533,177,64,45,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Sindrome de Felty 
10,M050,601200071,200801,201005,6071000,99727,18306,1636,144,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601200080,200801,201005,38665,6185,1473,337,94,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Sindrome de Felty 
10,M050,601200098,200801,201004,2067,254,131,61,23,METO2520,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML),Sindrome de Felty 
10,M050,601250010,200801,200801,100,1,1,1,1,PENI250,PENICILAMINA 250 MG (POR CAPSULA),Sindrome de Felty 
10,M050,601330013,200802,200802,90,3,3,1,1,LEVO100,LEVOTIROXINA 100 MCG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601350014,200801,200802,780,15,15,10,5,ALEN10,ALENDRONATO (Q) 10 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,601350073,200801,200802,570,8,7,4,4,CALC025,"CALCITRIOL 0,25 MCG (POR CAPSULA)",Sindrome de Felty 
10,M050,601350120,200801,200802,208,5,3,3,3,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604010095,201003,201906,3253360,14882,3105,654,132,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604040040,201003,201005,300,3,3,3,1,FORM12400,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE),Sindrome de Felty 
10,M050,604080018,201003,201906,720761,6965,2129,285,73,CLOR150,CLOROQUINA 150 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604080026,201003,201906,5155325,72550,14116,1573,163,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604320043,201003,201906,19423808,280536,34971,2376,204,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604320124,201305,201906,43077,4386,807,236,70,ABAT250,ABATACEPTE 250 MG INJETÁVEL (POR FRASCO AMPOLA).,Sindrome de Felty 
10,M050,604320140,201610,201906,16445,1101,312,143,47,ABAT125,ABATACEPTE 125 MG INJETÁVEL (POR SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,604320159,201810,201906,11587,133,109,70,36,CITR5,CITRATO DE TOFACITINIBE 5 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604340010,201101,201102,330,3,3,3,1,CICLOSP10,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA),Sindrome de Felty 
10,M050,604340028,201003,201402,17333,115,36,21,18,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Sindrome de Felty 
10,M050,604340036,201003,201403,65383,441,127,69,48,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Sindrome de Felty 
10,M050,604340044,201003,201403,36314,343,92,51,41,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Sindrome de Felty 
10,M050,604340052,201003,201303,89,19,14,8,9,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Sindrome de Felty 
10,M050,604360010,201003,201005,60,2,2,2,1,ATOR10,ATORVASTATINA 10 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604360029,201003,201005,300,3,3,2,1,ATOR20,ATORVASTATINA 20 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604380011,201003,201906,844466,98071,12976,1368,166,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,604380020,201003,201906,242671,12617,2756,476,103,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Sindrome de Felty 
10,M050,604380038,201003,201906,812615,57030,7649,1059,150,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,604380046,201003,201906,130522,16764,3047,630,113,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Sindrome de Felty 
10,M050,604380054,201004,201004,9,3,3,1,1,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Sindrome de Felty 
10,M050,604380070,201308,201906,39835,4691,976,312,67,CERT200,CERTOLIZUMABE PEGOL 200 MG/ML INJETÁVEL (POR SERINGA PREENCHIDA),Sindrome de Felty 
10,M050,604380089,201308,201906,69648,12576,2087,457,88,GOLI50,GOLIMUMABE 50 MG INJETÁVEL (POR SERINGA PREENCHIDA,Sindrome de Felty 
10,M050,604430019,201003,201005,150,4,4,3,1,RALO60,RALOXIFENO 60 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604470045,201003,201005,56,3,2,2,1,ALFA4000,ALFAEPOETINA 4.000 UI INJETAVEL (POR FRASCO-AMPOLA),Sindrome de Felty 
10,M050,604530013,201003,201005,750,19,19,14,2,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604530021,201003,201906,5001354,76895,14120,1461,171,METO25,"METOTREXATO 2,5 MG (POR COMPRIMIDO)",Sindrome de Felty 
10,M050,604530030,201003,201906,244273,20972,3359,741,114,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Sindrome de Felty 
10,M050,604530048,201005,201005,5,2,2,2,1,METO2520,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML),Sindrome de Felty 
10,M050,604610025,201003,201005,30,1,1,1,1,SOMA12,SOMATROPINA 12 UI INJETAVEL (POR FRASCO-AMPOLA),Sindrome de Felty 
10,M050,604680023,201307,201906,18138,1852,678,233,67,RITU50050,RITUXIMABE 500 MG INJETÁVEL (POR FRASCO-AMPOLA DE 50 ML),Sindrome de Felty 
10,M050,604690010,201308,201906,142676,7536,1262,272,75,TOCI204,TOCILIZUMABE 20 MG/ML INJETAVEL (POR FRASCO-AMPOLA DE 4 ML),Sindrome de Felty 
10,M050,604720017,201404,201906,91934,430,120,45,11,NAPR250,NAPROXENO 250 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M050,604720025,201309,201906,74068,613,193,80,34,NAPR500,NAPROXENO 500 MG (POR COMPRIMIDO),Sindrome de Felty 
10,M051,601010019,200801,201005,1960,541,165,71,43,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601010027,200801,201005,1430,250,81,39,29,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601010035,200801,201005,1293,353,146,56,37,INFL1010,INFLIXIMABE 10 MG/ML INJETAVEL (POR FRASCO-AMPOLA COM 10 ML),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601010051,200903,201005,193,58,30,16,15,ETAN50,ETANERCEPTE 50 MG INJETAVEL (POR FRASCO-AMPOLA OU SERINGA PREENCHIDA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601080017,200801,201004,13794,120,50,36,28,CLOR150,CLOROQUINA 150 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601080025,200801,201005,64912,886,215,105,56,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601090098,200801,201005,60763,324,80,33,26,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200012,200801,200811,17183,136,62,45,20,AZAT50,AZATIOPRINA 50 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200039,200802,201003,2125,13,5,3,4,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200055,200912,201002,330,1,1,1,1,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200063,200801,201001,2491,24,7,5,7,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200071,200801,201005,276356,4451,1186,281,83,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200080,200801,201005,1803,353,89,36,25,METO252,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 2 ML),Doenca reumatoide do pulmao (J99.0*) 
10,M051,601200098,200804,201003,349,15,9,7,6,METO2520,METOTREXATO 25 MG/ML INJETAVEL (POR AMPOLA DE 20 ML),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604010095,201003,201403,57417,320,98,61,37,SULF500,SULFASSALAZINA 500 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604080018,201003,201403,7586,100,35,29,23,CLOR150,CLOROQUINA 150 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604080026,201003,201403,89709,1410,456,194,69,HIDR400,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604320043,201003,201403,469831,7975,1409,369,105,LEFL20,LEFLUNOMIDA 20 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604320159,201901,201906,240,3,2,2,2,CITR5,CITRATO DE TOFACITINIBE 5 MG (POR COMPRIMIDO),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604340028,201007,201906,22805,119,22,12,11,CICLOSP25,CICLOSPORINA 25MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604340036,201003,201906,51478,367,107,46,31,CICLOSP50,CICLOSPORINA 50MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604340044,201003,201906,41677,320,88,44,35,CICLOSP100,CICLOSPORINA 100MG (POR CAPSULA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604340052,201406,201811,17,3,2,2,2,CICLOSP10050,CICLOSPORINA 100 MG/ML SOLUCAO ORAL (POR FRASCO DE 50 ML),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604380011,201003,201403,10157,1268,321,129,64,ADAL40,ADALIMUMABE 40 MG INJETAVEL (POR SERINGA PREENCHIDA),Doenca reumatoide do pulmao (J99.0*) 
10,M051,604380020,201003,201403,3651,215,98,41,29,ETAN25,ETANERCEPTE 25 MG INJETAVEL (POR FRASCO-AMPOLA),Doenca reumatoide do pulmao (J99.0*) 
